	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
final_contigs_AG-910-A04_AG-910-A04_NODE_5_28	final_contigs_AG-910-A04	AG-910-A04_NODE_5	28	29000	29566	1	C	K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]								Cytidylyltransferase-like [PF01467.30]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_29	final_contigs_AG-910-A04	AG-910-A04_NODE_5	29	29560	29958	-1	D										Ion channel [PF07885.20]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_30	final_contigs_AG-910-A04	AG-910-A04_NODE_5	30	30017	30373	1	D										Ribosomal silencing factor during starvation [PF02410.19]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_31	final_contigs_AG-910-A04	AG-910-A04_NODE_5	31	30418	31722	1	D										Polysaccharide biosynthesis protein [PF13440.10]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_32	final_contigs_AG-910-A04	AG-910-A04_NODE_5	32	31759	33063	1	E															0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_33	final_contigs_AG-910-A04	AG-910-A04_NODE_5	33	33047	34120	1	C	K00831	phosphoserine aminotransferase [EC:2.6.1.52]								Aminotransferase class-V [PF00266.23]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_34	final_contigs_AG-910-A04	AG-910-A04_NODE_5	34	34110	34757	1	E															0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_35	final_contigs_AG-910-A04	AG-910-A04_NODE_5	35	34754	35860	1	D										Glycosyl transferases group 1 [PF00534.24]; Glycosyltransferase Family 4 [PF13439.10]; Glycosyl transferases group 1 [PF13692.10]; Glycosyl transferase 4-like domain [PF13579.10]; Family 4 Glycosyltransferase in conflict systems [PF20706.1]; Glycosyl transferase 4-like [PF13477.10]	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132	GT4.hmm	0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_36	final_contigs_AG-910-A04	AG-910-A04_NODE_5	36	35844	38282	1	C	K01869	leucyl-tRNA synthetase [EC:6.1.1.4]								tRNA synthetases class I (I, L, M and V) [PF00133.26]; Leucyl-tRNA synthetase, editing domain [PF13603.10]; tRNA synthetases class I (M) [PF09334.15]; Anticodon-binding domain of tRNA ligase [PF08264.17]; tRNA synthetases class I (C) catalytic domain [PF01406.23]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_37	final_contigs_AG-910-A04	AG-910-A04_NODE_5	37	38283	38960	1	E															0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_38	final_contigs_AG-910-A04	AG-910-A04_NODE_5	38	38949	39185	-1	C	K02968	small subunit ribosomal protein S20								Ribosomal protein S20 [PF01649.22]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_39	final_contigs_AG-910-A04	AG-910-A04_NODE_5	39	39225	41003	1	D										GTP-binding protein LepA C-terminus [PF06421.16]; Elongation factor Tu GTP binding domain [PF00009.31]; Elongation factor G C-terminus [PF00679.28]; Elongation Factor G, domain III [PF14492.10]; Elongation factor Tu domain 2 [PF03144.29]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_40	final_contigs_AG-910-A04	AG-910-A04_NODE_5	40	41005	41637	1	C	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]								RNA methyltransferase domain [PF04452.18]; RNA methyltransferase PUA domain [PF20260.2]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_41	final_contigs_AG-910-A04	AG-910-A04_NODE_5	41	41646	41987	1	C	K02503	histidine triad (HIT) family protein [EC:3.9.1.-]								Scavenger mRNA decapping enzyme C-term binding [PF11969.12]; HIT domain [PF01230.27]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_42	final_contigs_AG-910-A04	AG-910-A04_NODE_5	42	41987	42919	1	C	K06217	phosphate starvation-inducible protein PhoH and related proteins								PhoH-like protein [PF02562.20]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_43	final_contigs_AG-910-A04	AG-910-A04_NODE_5	43	42919	45093	1	C	K07037	cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]								7TM-HD extracellular [PF07697.15]; HD domain [PF13487.10]; 7TM receptor with intracellular HD hydrolase [PF07698.15]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_44	final_contigs_AG-910-A04	AG-910-A04_NODE_5	44	45097	45540	1	C	K07042	probable rRNA maturation factor								Endoribonuclease YbeY [PF02130.21]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_45	final_contigs_AG-910-A04	AG-910-A04_NODE_5	45	45530	46228	1	D										Putative undecaprenyl diphosphate synthase [PF01255.23]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_46	final_contigs_AG-910-A04	AG-910-A04_NODE_5	46	46221	47504	1	C	K01880	glycyl-tRNA synthetase [EC:6.1.1.14]								tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.29]; Anticodon binding domain [PF03129.24]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_47	final_contigs_AG-910-A04	AG-910-A04_NODE_5	47	47504	49135	1	C	K02316	DNA primase [EC:2.7.7.101]								DNA primase catalytic core, N-terminal domain [PF08275.15]; CHC2 zinc finger [PF01807.24]; Toprim domain [PF13662.10]; Toprim-like [PF13155.10]; Toprim domain [PF13362.10]; Toprim domain [PF01751.26]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_5_48	final_contigs_AG-910-A04	AG-910-A04_NODE_5	48	49278	49568	1	D										SCP-2 sterol transfer family [PF02036.21]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_1	final_contigs_AG-910-A04	AG-910-A04_NODE_6	1	3	821	1	D										GDP-mannose 4,6 dehydratase [PF16363.9]; NAD dependent epimerase/dehydratase family [PF01370.25]; RmlD substrate binding domain [PF04321.21]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.23]; Male sterility protein [PF07993.16]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_2	final_contigs_AG-910-A04	AG-910-A04_NODE_6	2	818	1264	1	D										WxcM-like, C-terminal [PF05523.15]; dTDP-4-dehydrorhamnose 3,5-epimerase [PF00908.21]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_3	final_contigs_AG-910-A04	AG-910-A04_NODE_6	3	1242	2162	1	D										RmlD substrate binding domain [PF04321.21]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_4	final_contigs_AG-910-A04	AG-910-A04_NODE_6	4	2159	3316	1	D										UDP-N-acetylglucosamine 2-epimerase [PF02350.23]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_5	final_contigs_AG-910-A04	AG-910-A04_NODE_6	5	3313	4476	1	E															0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_6	final_contigs_AG-910-A04	AG-910-A04_NODE_6	6	4473	5090	-1	D										Bacterial sugar transferase [PF02397.20]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_7	final_contigs_AG-910-A04	AG-910-A04_NODE_6	7	5159	7000	1	C	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	MER0249016	C44	MER0249016 - amidophosphoribosyltransferase precursor (Hydrogenobaculum sp. 3684) [C44.001]#C44#{peptidase unit: 2-341}~source YP_004478081~	False	0.375	201.0	4.475e-52	Glutamine amidotransferase domain [PF13537.10]; Asparagine synthase [PF00733.25]; Glutamine amidotransferase domain [PF13522.10]; Aluminium induced protein [PF12481.12]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_8	final_contigs_AG-910-A04	AG-910-A04_NODE_6	8	7039	8211	1	D										Polysaccharide biosynthesis protein [PF13440.10]; Polysaccharide biosynthesis protein [PF01943.21]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_9	final_contigs_AG-910-A04	AG-910-A04_NODE_6	9	8204	9835	1	D										Heparinase II/III N-terminus [PF16889.9]; Heparinase II/III-like protein [PF07940.17]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_10	final_contigs_AG-910-A04	AG-910-A04_NODE_6	10	9832	11220	1	E															0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_11	final_contigs_AG-910-A04	AG-910-A04_NODE_6	11	11207	12436	1	E															0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_12	final_contigs_AG-910-A04	AG-910-A04_NODE_6	12	12422	13381	-1	E															0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_13	final_contigs_AG-910-A04	AG-910-A04_NODE_6	13	13438	14517	1	D										UDP-N-acetylglucosamine 2-epimerase [PF02350.23]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_14	final_contigs_AG-910-A04	AG-910-A04_NODE_6	14	14510	15772	1	C	K13015	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]								UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain [PF03721.18]; UDP-glucose/GDP-mannose dehydrogenase family, central domain [PF00984.23]; UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain [PF03720.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.19]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_15	final_contigs_AG-910-A04	AG-910-A04_NODE_6	15	15756	18221	1	C	K01595	phosphoenolpyruvate carboxylase [EC:4.1.1.31]								Phosphoenolpyruvate carboxylase [PF00311.21]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_16	final_contigs_AG-910-A04	AG-910-A04_NODE_6	16	18192	19352	-1	D										D-alanyl-D-alanine carboxypeptidase [PF13539.10]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_17	final_contigs_AG-910-A04	AG-910-A04_NODE_6	17	19464	22055	1	C	K07003	uncharacterized protein								MMPL family [PF03176.19]; Patched family [PF02460.22]; Sterol-sensing domain of SREBP cleavage-activation [PF12349.12]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_18	final_contigs_AG-910-A04	AG-910-A04_NODE_6	18	22079	22849	1	D										Duf34/NIF3 (NGG1p interacting factor 3) [PF01784.22]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_19	final_contigs_AG-910-A04	AG-910-A04_NODE_6	19	22842	23549	1	C	K07164	uncharacterized protein													0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_20	final_contigs_AG-910-A04	AG-910-A04_NODE_6	20	23546	23938	1	D										Reverse transcriptase-like [PF13456.10]; RNase H [PF00075.28]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_21	final_contigs_AG-910-A04	AG-910-A04_NODE_6	21	23940	24401	1	E															0
final_contigs_AG-910-A04_AG-910-A04_NODE_6_22	final_contigs_AG-910-A04	AG-910-A04_NODE_6	22	24398	24808	-1	C	K07090	uncharacterized protein								Sulfite exporter TauE/SafE [PF01925.23]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_1	final_contigs_AG-910-A04	AG-910-A04_NODE_7	1	3	2021	1	D										Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.26]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_2	final_contigs_AG-910-A04	AG-910-A04_NODE_7	2	2074	3246	1	C	K02033	peptide/nickel transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.3]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_3	final_contigs_AG-910-A04	AG-910-A04_NODE_7	3	3248	4315	1	C	K02034	peptide/nickel transport system permease protein													0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_4	final_contigs_AG-910-A04	AG-910-A04_NODE_7	4	4316	5287	1	D										ABC transporter [PF00005.31]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.16]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_5	final_contigs_AG-910-A04	AG-910-A04_NODE_7	5	5294	6244	1	D										ABC transporter [PF00005.31]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.16]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_6	final_contigs_AG-910-A04	AG-910-A04_NODE_7	6	6241	6768	1	D										CDP-alcohol phosphatidyltransferase [PF01066.25]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_7	final_contigs_AG-910-A04	AG-910-A04_NODE_7	7	6761	7111	1	D										Inner membrane component of T3SS, cytoplasmic domain [PF16697.9]; FHA domain [PF00498.30]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_8	final_contigs_AG-910-A04	AG-910-A04_NODE_7	8	7108	7686	1	D										MerR HTH family regulatory protein [PF13411.10]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_9	final_contigs_AG-910-A04	AG-910-A04_NODE_7	9	7800	8744	1	D			MER0950481	S11	MER0950481 - K15-type DD-transpeptidase (Actinomarina minuta) [S11.004]#S11#{peptidase unit: 3-209}~source S5DMY3~	False	0.72	302.0	2.6669999999999997e-90	D-alanyl-D-alanine carboxypeptidase [PF00768.24]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_10	final_contigs_AG-910-A04	AG-910-A04_NODE_7	10	8801	9280	1	C	K08999	uncharacterized protein								Bifunctional nuclease domain [PF02577.18]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_11	final_contigs_AG-910-A04	AG-910-A04_NODE_7	11	9319	9762	1	D										MerR HTH family regulatory protein [PF13411.10]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_12	final_contigs_AG-910-A04	AG-910-A04_NODE_7	12	9759	10091	1	E															0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_13	final_contigs_AG-910-A04	AG-910-A04_NODE_7	13	10059	11009	-1	D										Adenosine deaminase [PF00962.26]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_14	final_contigs_AG-910-A04	AG-910-A04_NODE_7	14	11054	11947	-1	D			MER0173570	S33	MER0173570 - family S33 non-peptidase homologues (Rhodococcus erythropolis) [S33.UNW]#S33#{peptidase unit: 2-310}~source BAH34334~	False	0.251	100.0	2.882e-21	alpha/beta hydrolase fold [PF00561.24]; Serine aminopeptidase, S33 [PF12146.12]; Alpha/beta hydrolase family [PF12697.11]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.16]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_15	final_contigs_AG-910-A04	AG-910-A04_NODE_7	15	11935	12633	-1	C	K14998	surfeit locus 1 family protein								SURF1 family [PF02104.19]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_16	final_contigs_AG-910-A04	AG-910-A04_NODE_7	16	12621	14060	-1	D			MER1098946	T03	MER1098946 - family T3 unassigned peptidases (Actinomarina minuta) [T03.UPW]#T03#{peptidase unit: 6-264, 293-425}~source S5DLA0~	True	0.717	610.0	1.421e-193	Gamma-glutamyltranspeptidase [PF01019.25]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_7_17	final_contigs_AG-910-A04	AG-910-A04_NODE_7	17	14096	14788	1	D										Metallo-beta-lactamase superfamily [PF00753.31]; ODP family beta lactamase [PF19583.3]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_1	final_contigs_AG-910-A04	AG-910-A04_NODE_8	1	164	1249	1	D			MER1060151	S51	MER1060151 - family S51 unassigned peptidases (Actinomarina minuta) [S51.UPW]#S51#{peptidase unit: 82-241}~source S5DKW4~	False	0.677	214.0	3.013e-59	Peptidase family S51 [PF03575.21]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_2	final_contigs_AG-910-A04	AG-910-A04_NODE_8	2	1239	2054	-1	D										Prephenate dehydratase [PF00800.22]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_3	final_contigs_AG-910-A04	AG-910-A04_NODE_8	3	2044	2475	-1	C	K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]								Dehydroquinase class II [PF01220.23]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_4	final_contigs_AG-910-A04	AG-910-A04_NODE_8	4	2468	3469	-1	D										3-dehydroquinate synthase [PF01761.24]; Iron-containing alcohol dehydrogenase [PF13685.10]; Iron-containing alcohol dehydrogenase [PF00465.23]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_5	final_contigs_AG-910-A04	AG-910-A04_NODE_8	5	3456	3965	-1	D										Shikimate kinase [PF01202.26]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_6	final_contigs_AG-910-A04	AG-910-A04_NODE_8	6	3952	5130	-1	C	K01736	chorismate synthase [EC:4.2.3.5]								Chorismate synthase [PF01264.25]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_7	final_contigs_AG-910-A04	AG-910-A04_NODE_8	7	5123	5911	-1	D										Shikimate dehydrogenase substrate binding domain [PF08501.15]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_8	final_contigs_AG-910-A04	AG-910-A04_NODE_8	8	5904	7223	-1	C	K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]								EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase) [PF00275.24]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_9	final_contigs_AG-910-A04	AG-910-A04_NODE_8	9	7175	8008	-1	D										Prephenate dehydrogenase, dimerization domain [PF20463.2]; Prephenate dehydrogenase, nucleotide-binding domain [PF02153.21]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_10	final_contigs_AG-910-A04	AG-910-A04_NODE_8	10	8005	9012	-1	C	K03856	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]								DAHP synthetase I family [PF00793.24]; NeuB family [PF03102.18]; DAHP synthase ferredoxin-like domain [PF18152.5]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_11	final_contigs_AG-910-A04	AG-910-A04_NODE_8	11	9172	9513	-1	C	K06208	chorismate mutase [EC:5.4.99.5]								Chorismate mutase type I [PF07736.15]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_12	final_contigs_AG-910-A04	AG-910-A04_NODE_8	12	9577	11205	-1	C	K04077	chaperonin GroEL [EC:5.6.1.7]								TCP-1/cpn60 chaperonin family [PF00118.28]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_13	final_contigs_AG-910-A04	AG-910-A04_NODE_8	13	11218	11511	-1	C	K04078	chaperonin GroES								Chaperonin 10 Kd subunit [PF00166.25]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_14	final_contigs_AG-910-A04	AG-910-A04_NODE_8	14	11591	12592	-1	C	K25706	tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.29]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_15	final_contigs_AG-910-A04	AG-910-A04_NODE_8	15	12582	13028	-1	C	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]								Acetyltransferase (GNAT) family [PF00583.29]; Acetyltransferase (GNAT) domain [PF13302.11]; Acetyltransferase (GNAT) domain [PF13420.11]; Acetyltransferase (GNAT) domain [PF13508.11]; FR47-like protein [PF08445.14]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_8_16	final_contigs_AG-910-A04	AG-910-A04_NODE_8	16	13021	13716	-1	C	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.29]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_9_1	final_contigs_AG-910-A04	AG-910-A04_NODE_9	1	1	450	1	D										SecA Wing and Scaffold domain [PF07516.17]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_9_2	final_contigs_AG-910-A04	AG-910-A04_NODE_9	2	634	1539	1	C	K02836	peptide chain release factor 2								PCRF domain [PF03462.22]; RF-1 domain [PF00472.24]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_9_3	final_contigs_AG-910-A04	AG-910-A04_NODE_9	3	1532	2209	1	C	K09812	cell division transport system ATP-binding protein								ABC transporter [PF00005.31]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_9_4	final_contigs_AG-910-A04	AG-910-A04_NODE_9	4	2258	3091	1	C	K09811	cell division transport system permease protein								FtsX extracellular domain [PF18075.5]; FtsX-like permease family [PF02687.25]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_9_5	final_contigs_AG-910-A04	AG-910-A04_NODE_9	5	3084	4457	1	D			MER0221731	M23B	MER0221731 - Mername-AA292 peptidase (Thermosediminibacter oceani) [M23.009]#M23B#{peptidase unit: 11-381}~source YP_003826048~	False	0.249	124.0	3.2790000000000003e-28	Peptidase family M23 [PF01551.26]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_9_6	final_contigs_AG-910-A04	AG-910-A04_NODE_9	6	4457	4891	1	C	K03664	SsrA-binding protein								SmpB protein [PF01668.22]					0
final_contigs_AG-910-A04_AG-910-A04_NODE_9_7	final_contigs_AG-910-A04	AG-910-A04_NODE_9	7	4956	5267	1	C	K03671	thioredoxin								Thioredoxin [PF00085.24]; Thioredoxin-like domain [PF13098.10]; Thioredoxin [PF14595.10]; Thioredoxin-like [PF13899.10]; Redoxin [PF08534.14]; Thioredoxin-like [PF13905.10]; F plasmid transfer operon protein [PF13728.10]; Phosducin [PF02114.20]; Protein of unknown function, DUF255 [PF03190.19]					0
